OrderID,OrderDate,Region,City,Category,SalesRep,Channel,PaymentMethod,UnitPrice,Quantity,Discount,ShippingCost,CustomerAge,CustomerGender,ReturnFlag,Rating,Revenue,Profit
ORD-10054,2023-01-23 12:00:00,East,Abuja,Furniture,Rep_26,In-Store,Card,87.56,2,0.05,254.99,,Female,1,4.0,166.36,47.69
ORD-10055,2023-01-23 22:00:00,Central,Ibadan,Beauty,Rep_17,Online,Transfer,207.82,3,0.0,10.77,40.0,Female,0,5.0,623.46,85.44
ORD-10056,2023-01-24 08:00:00,North,Abuja,Furniture,Rep_17,In-Store,Cash,2526.92,7,0.0,506.2,31.0,Female,1,3.0,173126.78816079727,2441.01
ORD-10057,2023-01-24 18:00:00,North,Ibadan,Electronics,Rep_03,In-Store,Transfer,190.05,10,0.25,631.54,43.0,Male,0,5.0,1425.38,415.57
ORD-10058,2023-01-25 04:00:00,North,Kano,Electronics,Rep_30,Online,BNPL,411.04,3,0.0,338.12,20.0,Male,0,3.0,1233.12,262.29
ORD-10059,2023-01-25 14:00:00,South,Kaduna,Beauty,Rep_19,Online,Cash,633.05,4,0.05,483.42,,Female,0,3.0,2405.59,290.85
ORD-10060,2023-01-26 00:00:00,South,Abuja,Clothing,Rep_01,Online,BNPL,204.1,12,0.0,258.87,29.0,Male,0,4.0,2449.2,893.86
ORD-10061,2023-01-26 10:00:00,South,Ibadan,Electronics,Rep_12,In-Store,Card,162.46,1,0.0,337.14,39.0,Female,0,5.0,162.46,21.14
ORD-10062,2023-01-26 20:00:00,West,Benin City,Groceries,Rep_07,Wholesale,Card,392.39,9,0.0,175.64,31.0,Male,0,5.0,3531.51,630.93
ORD-10063,2023-01-27 06:00:00,South,Lagos,electronics,Rep_04,In-Store,Card,192.24,1,0.2,549.36,53.0,Male,0,5.0,153.79,11.47
ORD-10064,2023-01-27 16:00:00,South,Kano,Furniture,Rep_10,In-Store,Card,175.59,4,0.15,221.07,40.0,Male,0,3.0,597.01,197.34
ORD-10065,2023-01-28 02:00:00,East,Kano,Clothing,Rep_13,Online,Transfer,626.34,2,0.0,399.03,43.0,Male,0,1.0,1252.68,200.57
ORD-10066,2023-01-28 12:00:00,,Lagos,Electronics,Rep_02,In-Store,Card,228.28,5,0.15,339.97,44.0,Male,0,3.0,970.19,138.88
ORD-10067,2023-01-28 22:00:00,,Ibadan,Beauty,Rep_10,In-Store,Cash,823.23,5,0.0,424.1,32.0,Male,0,4.0,4116.15,705.27
ORD-10068,2023-01-29 08:00:00,,Benin City,Clothing,Rep_21,Online,Cash,223.2,3,0.05,538.34,,Male,0,5.0,636.12,254.23
ORD-10069,2023-01-29 18:00:00,Central,Port Harcourt,Furniture,Rep_22,Wholesale,Cash,65.55,9,0.0,251.62,37.0,Female,0,5.0,589.95,151.74
ORD-10070,2023-01-30 04:00:00,West,Lagos,Furniture,Rep_25,Online,Cash,7.96,6,0.15,,43.0,Female,0,3.0,40.6,4.59
ORD-10071,2023-01-30 14:00:00,North,Ibadan,Furniture,Rep_04,Online,Transfer,38.93,7,0.0,240.69,30.0,Male,0,5.0,272.51,98.05
ORD-10072,2023-01-31 00:00:00,North,Lagos,Clothing,Rep_18,In-Store,Card,46.25,1,0.05,1098.33,27.0,Female,0,4.0,43.94,5.86
ORD-10073,2023-01-31 10:00:00,West,Lagos,Clothing,Rep_05,In-Store,Card,319.43,10,0.1,488.96,49.0,Male,0,1.0,2874.87,618.07
ORD-10074,2023-01-31 20:00:00,West,Abuja,Groceries,Rep_19,In-Store,Cash,92.64,1,0.0,65.7,44.0,Male,0,,92.64,25.68
ORD-10075,2023-02-01 06:00:00,West,Ibadan,Sports,Rep_02,Online,Cash,33.98,2,0.0,619.33,,Female,0,4.0,67.96,19.29
ORD-10076,2023-02-01 16:00:00,West,Port Harcourt,Beauty,Rep_12,In-Store,Cash,214.67,1,0.0,280.71,58.0,Male,0,4.0,214.67,16.66
ORD-10077,2023-02-02 02:00:00,North,Kaduna,Electronics,Rep_17,In-Store,Transfer,82.94,3,0.1,,28.0,Male,0,3.0,223.94,86.15
ORD-10078,2023-02-02 12:00:00,South,Abuja,Electronics,Rep_10,In-Store,Cash,388.81,10,0.0,444.06,36.0,Male,0,5.0,3888.1,940.03
ORD-10079,2023-02-02 22:00:00,North,Lagos,Beauty,Rep_02,Wholesale,Cash,379.28,2,0.05,30.86,49.0,Unknown,0,,720.63,321.19
ORD-10080,2023-02-03 08:00:00,Central,Kaduna,Sports,Rep_06,In-Store,Card,421.61,3,0.2,175.86,49.0,Male,0,3.0,1011.86,340.97
ORD-10081,2023-02-03 18:00:00,East,Enugu,Beauty,Rep_08,Online,Cash,18.95,9,0.0,254.91,27.0,Female,1,4.0,170.55,76.24
ORD-10082,2023-02-04 04:00:00,South,Kaduna,Electronics,Rep_29,In-Store,Transfer,256.06,5,0.0,639.25,,Male,0,5.0,1280.3,296.25
ORD-10083,2023-02-04 14:00:00,North,Lagos,Groceries,Rep_19,Online,Card,216.72,7,0.1,457.42,31.0,Male,1,4.0,1365.34,145.15
ORD-10084,2023-02-05 00:00:00,South,Lagos,Furniture,Rep_11,Online,Card,72.12,2,0.1,161.36,40.0,Female,0,5.0,129.82,44.26
ORD-10085,2023-02-05 10:00:00,South,Benin City,Furniture,Rep_25,Online,Transfer,28.86,7,0.2,370.89,33.0,Male,0,3.0,161.62,58.36
ORD-10086,2023-02-05 20:00:00,West,Ibadan,Groceries,Rep_12,Wholesale,Card,219.49,2,0.0,301.06,30.0,Female,0,4.0,438.98,171.7
ORD-10087,2023-02-06 06:00:00,East,Ibadan,Electronics,Rep_09,Online,Card,709.18,17,0.0,47.16,23.0,Female,0,4.0,12056.06,2056.52
ORD-10088,2023-02-06 16:00:00,Central,Abuja,Groceries,Rep_02,In-Store,Cash,18.51,5,0.15,93.69,49.0,Male,0,3.0,78.67,20.0
ORD-10089,2023-02-07 02:00:00,East,Port Harcourt,Clothing,Rep_08,Online,Card,106.43,6,0.15,146.03,26.0,Male,0,5.0,542.79,213.32
ORD-10090,2023-02-07 12:00:00,North,Abuja,Groceries,Rep_26,In-Store,Transfer,279.09,1,0.05,76.13,,Female,0,4.0,265.14,104.97
ORD-10091,2023-02-07 22:00:00,West,Kano,Beauty,Rep_11,In-Store,Card,753.64,2,0.0,56.94,31.0,Male,0,4.0,1507.28,90.85
ORD-10092,2023-02-08 08:00:00,West,Lagos,Clothing,Rep_28,In-Store,Transfer,179.04,1,0.0,20.99,41.0,Male,0,3.0,179.04,57.0
ORD-10093,2023-02-08 18:00:00,East,Kaduna,Sports,Rep_21,Online,Cash,1687.5,3,0.0,722.53,53.0,Male,0,4.0,5062.5,1471.54
ORD-10094,2023-02-09 04:00:00,West,Enugu,Electronics,Rep_04,In-Store,Transfer,40.64,2,0.2,119.35,,Female,0,5.0,65.02,5.42
ORD-10095,2023-02-09 14:00:00,East,Lagos,Furniture,Rep_10,Wholesale,Card,32.56,7,0.0,120.03,41.0,Female,0,5.0,227.92,96.19
ORD-10096,2023-02-10 00:00:00,East,Lagos,Beauty,Rep_21,In-Store,Cash,677.03,1,0.05,80.84,41.0,Female,1,5.0,643.18,146.74
ORD-10097,2023-02-10 10:00:00,South,Abuja,Electronics,Rep_20,In-Store,Cash,23.34,7,0.05,225.79,27.0,Male,1,4.0,155.21,49.62
ORD-10098,2023-02-10 20:00:00,North,Enugu,Electronics,Rep_16,Wholesale,Cash,388.2,1,0.0,252.72,38.0,Female,0,3.0,388.2,156.49
ORD-10099,2023-02-11 06:00:00,North,Enugu,Groceries,Rep_08,Online,Cash,182.27,2,0.0,81.74,44.0,Male,0,5.0,364.54,37.2
ORD-10100,2023-02-11 16:00:00,North,Enugu,Electronics,Rep_04,In-Store,Transfer,99.38,8,0.1,328.28,,Male,0,1.0,715.54,280.73
ORD-10101,2023-02-12 02:00:00,East,Abuja,Sports,Rep_29,Wholesale,BNPL,159.71,7,0.0,449.31,30.0,Female,0,5.0,1117.97,379.8
ORD-10102,2023-02-12 12:00:00,South,Lagos,Beauty,Rep_10,Online,Card,67.42,4,0.0,163.85,39.0,Female,1,5.0,269.68,104.05
ORD-10103,2023-02-12 22:00:00,East,Abuja,Groceries,Rep_12,In-Store,Card,177.98,1,0.0,308.2,,Female,1,4.0,177.98,44.13
ORD-10104,2023-02-13 08:00:00,Central,Ibadan,Clothing,Rep_29,Online,Transfer,248.99,5,0.15,244.22,37.0,Male,0,2.0,1058.21,67.08
ORD-10105,2023-02-13 18:00:00,North,Ibadan,Groceries,Rep_14,In-Store,Card,161.38,3,0.2,76.16,28.0,Female,0,5.0,387.31,123.24
ORD-10106,2023-02-14 04:00:00,South,Abuja,Sports,Rep_16,In-Store,BNPL,136.33,2,0.05,458.28,33.0,Female,1,5.0,259.03,51.76
ORD-10107,2023-02-14 14:00:00,West,Enugu,Electronics,Rep_22,Online,Cash,315.49,6,0.1,565.86,53.0,Male,0,5.0,1703.65,359.41
ORD-10108,2023-02-15 00:00:00,North,Benin City,Groceries,Rep_18,In-Store,Cash,1286.36,3,0.05,366.23,37.0,Male,0,2.0,3666.13,830.4
ORD-10109,2023-02-15 10:00:00,North,Lagos,Furniture,Rep_21,Online,Card,187.5,1,0.05,136.99,36.0,Male,1,4.0,178.12,44.02
ORD-10110,2023-02-15 20:00:00,South,Abuja,Furniture,Rep_22,Online,Card,555.57,11,0.25,915.06,25.0,Male,0,2.0,4583.45,1442.75
ORD-10111,2023-02-16 06:00:00,North,Abuja,Clothing,Rep_21,Online,Cash,93.11,8,0.0,212.67,48.0,Female,1,4.0,744.88,253.79
ORD-10112,2023-02-16 16:00:00,Central,Abuja,Furniture,Rep_12,Wholesale,Transfer,64.45,1,0.0,108.18,45.0,Male,0,4.0,64.45,23.25
ORD-10113,2023-02-17 02:00:00,West,Benin City,Electronics,Rep_18,Online,BNPL,385.03,4,0.2,183.63,37.0,Female,0,5.0,1232.1,392.6
ORD-10114,2023-02-17 12:00:00,East,Benin City,Electronics,Rep_30,Wholesale,Card,193.73,1,0.1,412.26,58.0,Female,0,3.0,174.36,64.76
ORD-10115,2023-02-17 22:00:00,Central,Kano,Beauty,Rep_07,In-Store,Card,757.1,9,0.0,654.63,29.0,Male,0,4.0,6813.9,673.62
ORD-10116,2023-02-18 08:00:00,West,Ibadan,Sports,Rep_20,Online,Card,920.97,5,0.25,154.33,22.0,Male,0,3.0,3453.64,1328.71
ORD-10117,2023-02-18 18:00:00,North,Kaduna,Electronics,Rep_24,In-Store,Transfer,566.28,1,0.0,92.67,,Unknown,1,4.0,566.28,116.04
ORD-10118,2023-02-19 04:00:00,Central,Enugu,Clothing,Rep_23,In-Store,Card,554.11,1,0.0,344.69,25.0,Male,1,5.0,554.11,144.91
ORD-10119,2023-02-19 14:00:00,East,Port Harcourt,Electronics,Rep_07,In-Store,Card,7.96,1,0.05,889.36,,Female,0,5.0,7.56,1.69
ORD-10120,2023-02-20 00:00:00,West,Benin City,Clothing,Rep_09,Online,Card,381.66,4,0.0,70.87,36.0,Female,0,4.0,1526.64,366.83
ORD-10121,2023-02-20 10:00:00,Central,Kaduna,Clothing,Rep_01,Online,Card,579.91,7,0.1,568.63,49.0,Male,0,3.0,3653.43,599.79
ORD-10122,2023-02-20 20:00:00,South,Benin City,Electronics,Rep_26,Online,BNPL,68.59,1,0.0,226.6,30.0,Female,0,,68.59,8.09
ORD-10123,2023-02-21 06:00:00,North,Enugu,Groceries,Rep_06,Online,Cash,246.85,2,0.0,562.45,39.0,Male,0,3.0,493.7,45.4
ORD-10124,2023-02-21 16:00:00,North,Port Harcourt,Sports,Rep_06,Online,Card,86.25,3,0.05,246.5,37.0,Female,0,4.0,245.81,56.67
ORD-10125,2023-02-22 02:00:00,South,Kano,Furniture,Rep_22,Online,Card,683.69,2,0.05,165.81,,Female,0,3.0,1299.01,130.04
ORD-10126,2023-02-22 12:00:00,West,Abuja,Furniture,Rep_29,Online,Card,94.07,3,0.0,417.61,21.0,Male,1,5.0,282.21,41.77
ORD-10127,2023-02-22 22:00:00,Central,Kano,Electronics,Rep_12,Online,Card,110.73,5,0.2,808.11,24.0,Male,0,2.0,442.92,45.82
ORD-10128,2023-02-23 08:00:00,North,Benin City,Beauty,Rep_22,Online,Card,153.85,6,0.05,135.11,28.0,Female,0,3.0,876.94,82.12
ORD-10129,2023-02-23 18:00:00,East,Kano,Sports,Rep_12,Online,Cash,2320.2,14,0.0,216.15,22.0,Female,0,5.0,32482.8,13090.06
ORD-10130,2023-02-24 04:00:00,South,Kaduna,Sports,Rep_10,Wholesale,Card,668.26,12,0.0,91.21,42.0,Male,0,5.0,8019.12,2562.99
ORD-10131,2023-02-24 14:00:00,North,Lagos,Sports,Rep_23,Online,Card,1227.34,5,0.15,70.92,42.0,Female,1,5.0,5216.2,2188.21
ORD-10132,2023-02-25 00:00:00,North,Benin City,Beauty,Rep_30,In-Store,Card,39.92,7,0.05,526.6,48.0,Female,0,5.0,265.47,81.66
ORD-10133,2023-02-25 10:00:00,South,Benin City,Groceries,Rep_26,Online,Transfer,68.77,13,0.0,78.39,33.0,Female,1,3.0,894.01,346.5
ORD-10134,2023-02-25 20:00:00,Central,Kaduna,Electronics,Rep_06,Wholesale,Cash,933.16,1,0.0,551.8,29.0,Male,0,3.0,933.16,253.93
ORD-10135,2023-02-26 06:00:00,South,Ibadan,Furniture,Rep_17,Online,Cash,42.09,1,0.0,196.26,24.0,Male,0,5.0,42.09,9.89
ORD-10136,2023-02-26 16:00:00,East,Port Harcourt,Sports,Rep_19,Wholesale,Cash,125.0,1,0.0,1857.84,51.0,Male,0,5.0,125.0,32.67
ORD-10137,2023-02-27 02:00:00,West,Abuja,Sports,Rep_18,In-Store,Cash,1910.92,5,0.1,76.94,32.0,Male,1,4.0,8599.14,1531.42
ORD-10138,2023-02-27 12:00:00,South,Kaduna,Groceries,Rep_06,Online,Card,93.37,7,0.2,34.16,26.0,Female,0,4.0,522.87,163.76
ORD-10139,2023-02-27 22:00:00,Central,Port Harcourt,Electronics,Rep_24,Wholesale,BNPL,39.61,3,0.0,27.45,44.0,Male,0,3.0,118.83,48.59
ORD-10140,2023-02-28 08:00:00,Central,Enugu,Clothing,Rep_19,In-Store,Card,256.59,5,0.15,631.52,31.0,Male,0,5.0,1090.51,395.79
ORD-10141,2023-02-28 18:00:00,South,Port Harcourt,Beauty,Rep_10,Online,Cash,41.28,4,0.2,201.55,22.0,Female,0,3.0,132.1,31.02
ORD-10142,2023-03-01 04:00:00,East,Enugu,electronics,Rep_24,In-Store,Transfer,843.24,1,0.2,1.1,25.0,Male,0,4.0,674.59,291.13
ORD-10143,2023-03-01 14:00:00,South,Kaduna,Groceries,Rep_08,Wholesale,Cash,100.0,2,0.2,727.16,,Male,1,,160.0,71.07
ORD-10144,2023-03-02 00:00:00,South,Benin City,Clothing,Rep_21,In-Store,BNPL,81.84,1,0.15,733.23,22.0,Female,1,5.0,69.56,17.2
ORD-10145,2023-03-02 10:00:00,North,Benin City,Clothing,Rep_24,Online,Cash,251.99,1,0.05,574.72,34.0,Female,0,3.0,239.39,94.76
ORD-10146,2023-03-02 20:00:00,East,Ibadan,Beauty,Rep_06,In-Store,Transfer,163.3,8,0.0,99.9,25.0,Female,0,3.0,1306.4,67.81
ORD-10147,2023-03-03 06:00:00,East,Kaduna,Furniture,Rep_21,In-Store,Transfer,314.93,9,0.05,163.25,24.0,Female,0,,2692.65,206.42
ORD-10148,2023-03-03 16:00:00,North,Enugu,Sports,Rep_25,Wholesale,BNPL,412.2,8,0.15,478.17,29.0,Male,0,5.0,2802.96,165.25
ORD-10149,2023-03-04 02:00:00,South,Port Harcourt,Groceries,Rep_30,In-Store,BNPL,196.9,7,0.0,235.23,,Female,0,4.0,1378.3,495.18
ORD-10150,2023-03-04 12:00:00,Central,Port Harcourt,Furniture,Rep_07,Online,Transfer,76.6,8,0.0,58.46,,Male,0,3.0,612.8,50.2
ORD-10151,2023-03-04 22:00:00,North,Enugu,Clothing,Rep_24,Wholesale,Transfer,508.01,6,0.0,97.34,46.0,Male,0,3.0,3048.06,173.19
ORD-10152,2023-03-05 08:00:00,North,Kano,Furniture,Rep_01,Online,Card,122.31,6,0.15,1258.89,26.0,Male,0,1.0,623.78,67.97
ORD-10153,2023-03-05 18:00:00,East,Ibadan,Groceries,Rep_27,Online,Card,102.61,6,0.1,57.3,,Male,0,5.0,554.09,95.59
ORD-10154,2023-03-06 04:00:00,Central,Lagos,Groceries,Rep_18,In-Store,Cash,282.21,4,0.05,453.22,,Male,0,5.0,1072.4,252.96
ORD-10155,2023-03-06 14:00:00,North,Benin City,Furniture,Rep_24,In-Store,BNPL,35.56,3,0.0,227.54,,Female,0,4.0,106.68,8.12
ORD-10156,2023-03-07 00:00:00,West,Abuja,Beauty,Rep_28,Online,Transfer,361.72,7,0.1,483.25,18.0,Female,0,,2278.84,568.78
ORD-10157,2023-03-07 10:00:00,West,Port Harcourt,Electronics,Rep_25,In-Store,BNPL,297.6,2,0.0,378.73,18.0,Male,0,4.0,595.2,88.82
ORD-10158,2023-03-07 20:00:00,North,Abuja,Sports,Rep_20,Online,Transfer,751.31,5,0.05,202.42,29.0,Female,0,5.0,3568.72,570.1
ORD-10159,2023-03-08 06:00:00,West,Lagos,Clothing,Rep_12,Online,Card,148.35,3,0.0,152.89,27.0,Female,0,4.0,445.05,168.57
ORD-10160,2023-03-08 16:00:00,South,Kaduna,Groceries,Rep_16,In-Store,Card,920.42,2,0.25,491.36,35.0,Male,0,5.0,1380.63,614.06
ORD-10161,2023-03-09 02:00:00,East,Abuja,Electronics,Rep_10,Online,Card,415.57,15,0.05,136.6,41.0,Male,0,3.0,5921.87,1394.87
ORD-10162,2023-03-09 12:00:00,East,Lagos,Clothing,Rep_27,Online,Card,238.22,2,0.05,542.53,20.0,Male,0,4.0,452.62,80.89
ORD-10163,2023-03-09 22:00:00,East,Benin City,Groceries,Rep_10,Online,Cash,1505.22,2,0.1,398.63,33.0,Male,0,5.0,2709.4,1144.94
ORD-10164,2023-03-10 08:00:00,North,Enugu,Electronics,Rep_14,Wholesale,BNPL,269.13,1,0.05,301.69,29.0,Female,0,1.0,255.67,63.96
ORD-10165,2023-03-10 18:00:00,West,Kano,Groceries,Rep_25,Online,Transfer,145.71,8,0.0,161.05,59.0,Male,0,2.0,1165.68,398.83
ORD-10166,2023-03-11 04:00:00,South,Benin City,Beauty,Rep_20,Online,Cash,276.95,5,0.05,80.33,18.0,Male,0,3.0,1315.51,283.49
ORD-10167,2023-03-11 14:00:00,North,Port Harcourt,Electronics,Rep_10,In-Store,Card,142.74,5,0.2,433.76,26.0,Male,0,3.0,570.96,74.81
ORD-10168,2023-03-12 00:00:00,North,Lagos,Sports,Rep_10,In-Store,Card,355.54,8,0.0,33.53,35.0,Female,0,3.0,2844.32,887.3
